17-AAG,AEW541,AZD0530,AZD6244,Erlotinib,Irinotecan,L-685458,Lapatinib,Nilotinib,Nutlin-3,PD-0325901,PD-0332991,PF2341066,PHA-665752,PLX4720,Paclitaxel,Panobinostat,RAF265,Sorafenib,TAE684,TKI258,Topotecan,ZD-6474
5.4708,3.2272,0.3816,1.1922,0.2748,3.367,0.9272,1.0317,2.0814,1.1197,1.1908,1.8915,1.1346,1.3851,0.5022,7.4167,5.3877,2.4387,2.1886,3.1159,2.8555,2.9832,2.0596
3.7881,2.0005,0.1371,0.708,1.1015,4.3181,0.816,0.9961,0.8691,1.0225,1.5045,2.0179,1.5335,0.3177,0.02725,7.1779,6.6543,0.6449,0.8896,2.8381,1.8328,4.5726,1.2516
3.5192,2.91,0.5543,0.7945,0.2969,4.8773,2.1505,1.361,1.4553,0.3091,0.3285,1.8031,1.6563,0.7987,1.258,6.6117,5.8871,1.1614,1.2637,3.5637,1.2422,5.0621,0.6458
2.789,1.268,0.6949,0.9356,0.0282,2.4491,0.2855,0.216,0.3225,0.3687,0.5834,0.5809,0.4066,0.6865,0.5032,5.2136,3.6298,1.378,0.3099,1.4364,0.7234,2.0429,1.3425
4.1338,0.8646,0,1.1826,0.161,2.9539,0.4312,0,0.2903,0.4705,1.7332,1.0592,0.3137,0.9126,0.01322,6.8034,4.7173,1.4383,0.4594,0.8137,0.8267,3.3792,0.544
2.0891,1.2942,1.0272,1.062,0.5309,2.6355,0.8903,0.484,0.5671,0.6712,1.4195,1.0933,0.3542,0.5666,0.3015,4.5833,3.703,1.6155,0.1781,1.3852,1.0118,3.0377,1.7264
2.6941,0.8602,0.4784,5.0531,0.6706,4.3871,1.3271,0.06963,0.764,0.4614,5.0744,1.6632,1.7782,1.2709,0.6209,6.1507,5.8283,3.1142,1.6474,1.7366,2.1507,5.1368,1.5751
3.0933,0.4973,1.2097,0.1945,0.2328,1.5558,0,0.09769,0.4622,0.8851,1.7013,0.341,0.4304,0.008632,0.5426,4.864,3.5037,1.4921,0.8425,1.3057,0.4566,2.197,0.4319
4.4144,1.0599,0.4543,1.0904,0.21,3.2093,0.7225,0.212,0.3059,0,1.7523,0.5408,1.9426,0.6425,0.1093,6.5694,3.9219,1.5502,0.691,1.1314,0.9038,2.3036,0.7623
4.6858,2.2083,1.095,2.9897,0.8298,5.1446,1.117,1.0477,1.1281,0.9006,3.7935,2.1291,1.823,1.1746,0.7281,6.2491,5.3488,1.9702,0.7751,2.6934,1.4316,4.8915,1.1913
3.8223,0.3537,3.0717,3.3419,0.5995,2.7764,0,0.5306,5.016,0.1017,4.5708,0.7817,1.7159,0.3105,0.1505,7.1048,4.7085,2.0601,0,0,1.5403,3.1619,3.12
2.2269,1.4503,2.0978,2.0402,0.9836,2.4941,0.6266,1.5001,1.27,1.6904,2.5424,0.9905,1.3399,1.0637,0.5705,3.8522,3.8318,1.5177,1.1985,3.0662,1.2387,3.0771,1.9356
2.8684,0.9594,1.2127,3.1061,0.9731,2.8093,0.03003,0.521,0.4685,0.2538,3.742,0.09123,0.5526,0.139,0.8567,5.8173,3.8094,1.0124,0.466,1.2814,0.5281,2.9748,1.1229
3.1735,1.0965,1.2755,0.4508,0.4664,1.4083,0.1766,1.1965,0.5324,0.1933,1.0033,0.2584,0.6978,0.704,0.09375,3.8109,4.147,0.822,0.2293,1.2969,0.2454,0.9707,1.8618
4.248,0.8652,1.1904,0.6335,1.2624,1.2647,0,1.037,0.6587,0.2568,1.9066,0,0.2385,0.01816,0.2625,5.3639,3.219,1.0794,0.4213,1.0372,0.3085,1.2417,1.5278
3.2074,1.0032,0.3391,1.3015,1.0717,4.4701,0.1434,1.7718,0.4161,0.3145,1.5302,0.1368,0.4875,0.04629,0.3614,6.4953,4.3554,2.1702,0.4845,0.8375,0.8761,3.5181,1.1217
5.0957,2.9187,1.4398,0.7485,1.0643,4.9078,1.0836,1.3522,1.9171,0.7146,1.4584,2.7606,2.4015,2.1395,0.9127,6.817,6.2917,3.0544,1.6377,3.8758,2.0685,4.9954,0.791
2.9575,0.5807,0.2569,0.4134,0.3904,3.2757,0.6492,0.6883,1.1117,0.6954,0.01169,1.2728,0.7745,0.9671,0.6253,4.3178,4.663,2.5285,1.1127,0.7929,1.1036,3.0798,1.4684
2.8339,0.6313,0.2668,0.5019,0.26,2.0636,0.09609,0.1241,0.1693,0.1545,0.16,0.1057,0.06502,0.8282,0.08282,5.5755,4.1846,1.366,0.4543,0.8001,0.7523,2.2263,1.4051
2.6406,0.3336,0.8153,0.4429,1.0477,3.9008,0.1343,0.1664,0.3538,0.08353,0.005301,0,0.6149,0.04844,1.1699,6.1409,3.4407,1.3319,1.0337,1.7266,1.1322,2.8967,1.4031
3.2781,2.8798,0.4225,1.3771,0,2.5387,1.3427,1.8908,2.2922,1.3709,1.7369,2.2415,2.432,0.6193,0.3489,3.0682,4.8948,1.0413,1.1561,2.6661,1.0434,2.64,1.7224
4.3214,2.5798,0.9041,2.6515,1.5967,2.7359,0.8321,2.1057,1.4159,1.4657,4.8546,1.3037,0.6926,1.4464,0.2252,4.8331,5.166,2.0386,0.9539,2.7267,1.9045,4.0027,1.7525
5.2031,1.5767,0.5512,2.0438,0.8666,4.895,0.5105,0.9483,0.5356,0.5896,2.6236,1.362,1.2301,0.1787,0.6577,6.1904,4.3637,2.4714,1.1541,1.7623,1.7953,4.6107,1.521
3.6466,1.5363,0.1187,4.9654,0.2374,2.1141,0,0.5408,1.1576,0.383,6.4385,0.4133,0.5432,0.269,3.0335,3.8672,4.7209,2.8473,0.8727,1.2676,1.2525,1.5046,0.8149
3.6897,0.913,0.8336,0.7299,0.05463,2.8648,0.03493,0.6464,0.1668,0,2.0873,0.06381,0.612,0.02942,0,6.4269,4.1673,0.9551,0.4575,1.0451,0.7375,2.5156,0.8651
2.9144,1.3564,0.9781,3.0278,0.2052,3.0189,0.3488,0.5271,1.0356,1.5895,4.4123,1.7566,0.926,0.4811,1.7858,7.026,4.4665,1.8795,0.6186,2.255,0.4622,3.6949,1.1044
5.5367,1.1017,0.1335,0,0.1473,3.9137,0.1205,1.582,0.3012,0,0.9213,0.2768,0.2967,0.04652,0.1361,5.5396,5.7776,1.3141,0.8147,1.0628,0.5439,3.126,0.6659
2.575,1.9311,1.016,0.9323,1.8648,3.8767,1.5567,1.4168,0.6117,0.9397,1.5386,0.903,1.0025,0.868,0.1516,6.075,3.384,1.9761,0.8336,1.4916,1.6093,3.7305,1.8697
2.8608,1.2566,1.79,1.2882,1.239,4.3888,1.3348,0.5553,1.7814,0.6171,2.2155,1.2437,1.1515,1.2391,0.7567,4.882,5.892,2.5952,1.2061,1.8072,1.6761,4.2652,1.7256
2.6177,0.5139,2.3393,1.6161,0.3546,2.651,0.2157,0.4225,4.4689,0.26,3.3323,0.1798,1.5732,0.2072,0.5659,4.1212,4.4477,2.2312,0.1151,0.1,1.4739,2.9957,2.3796
2.0796,1.3099,0.9185,3.391,0.49,3.5391,0.1198,0.6978,0.654,0.2398,5.1399,0.2735,0.868,0.01668,2.9418,4.24,5.0633,2.1681,0.7755,1.4747,0.9921,2.6133,1.7294
2.3806,0.3319,0.08418,0.3584,0.002914,0.9154,1.0702,0,0,0,0.9748,1.0396,0.3369,0.4424,0.1847,3.5542,3.6394,0.9187,0.4461,0.8891,0.2702,0.4341,0.6093
3.2444,0.5249,0.7199,0.5816,0.9432,2.0817,0.2754,0.8911,0.3222,0.3682,1.4506,0.4306,0.46,0.1629,0.1392,3.8856,4.9023,1.5917,0.4915,0.6407,1.2541,2.3197,1.5907
1.3119,1.392,0.5506,0.2346,0.1603,2.8245,0,0.1513,0.29,0.2304,0.6005,0.6379,0.4803,0.02981,0.1757,5.9739,3.6454,0.9168,0.3812,2.2176,1.218,3.5973,0.4585
4.5868,2.06,3.6528,3.026,1.1808,5.3433,2.1037,1.9384,2.5759,1.5578,5.2407,2.1537,1.7637,1.8206,0.9013,7.2501,4.5822,3.2481,1.8656,3.4513,1.2846,6.0318,1.6642
4.5336,1.4882,1.5617,2.824,0.07553,3.4062,0.02159,0.429,0.259,0.23,3.7488,0.3324,1.0965,0.5045,0.1083,5.7431,5.4217,1.3487,0.7994,2.0974,0.735,3.8799,1.3838
4.9855,0.5617,0.05838,0.2098,1.1327,4.7234,0.007163,0.8071,0,0.1098,0.249,1.0717,1.1621,0.1203,0.6648,7.1403,5.6889,2.1272,0.002441,1.8164,1.6047,4.5568,0.7281
5.2123,0.5995,0.5686,1.5757,0.18,4.1061,1.7307,0.2113,0.358,0.6576,2.7494,0.307,3.6422,2.14,0.0819,5.8234,4.163,2.3323,0.8244,0.5641,1.0145,4.3579,0.3538
3.2581,1.2515,0.2625,0.00429,0.3761,1.4986,0.148,0.6075,0.4273,0.04665,0.899,0.302,0,0.9258,0.05401,3.5975,4.287,1.438,0.1997,0.41,0.8439,2.3142,0.573
2.6606,0.3176,0.2042,0.5792,0.3438,3.4797,0,0.8744,0.5522,0.7318,0.777,0.6204,0.5643,0,0.3992,3.6733,4.0845,1.1364,0.2289,2.3151,0.6005,3.1009,0.8105
3.7225,2.4006,0.4735,2.179,0.3782,3.8717,1.8304,0.8492,0.838,1.0518,2.9593,2.1591,1.1504,1.5495,0.333,4.819,5.5941,1.4718,0.9686,2.9462,1.0816,3.1229,1.2083
3.3586,1.5338,2.4599,1.4634,1.5452,5.5993,1.6808,1.4487,1.8004,1.6592,1.74,2.7305,1.8084,2.6088,1.8282,6.7558,5.9569,3.5251,2.8323,1.5482,2.0937,5.7389,1.9845
6.104,2.5881,2.5768,2.892,2.0672,4.9124,2.1439,2.3191,2.979,2.0047,3.6304,2.0811,2.741,2.4402,1.403,7.0911,6.4125,3.289,5.7935,4.6298,5.4525,5.6936,1.3969
2.8561,1.0837,0.3467,0.1261,0.2684,2.5822,0.3831,0.392,0.6128,0.702,0.6039,0.1568,0.9935,0.06791,0.06749,4.6902,4.5306,1.4205,0,1.9641,0.5424,2.5565,0.8979
4.7653,0.798,1.2751,0.08808,0.662,4.6028,0.3058,0.5777,0.4625,0.1314,0.6409,0.01538,0.7133,0.1776,0.0554,6.7078,4.9662,1.8268,0.6078,1.9009,1.3784,5.3324,1.2426
1.0754,0.5824,0,0.4517,0.06946,3.195,0.004055,0.2613,0.1775,0.06517,0,0,0.286,0,0.06505,1.7118,3.5793,0.6779,0,0,0.5458,2.8124,0.3715
3.0332,0.6452,0,1.0545,0.67,4.533,0.7164,0.2531,0,0.3264,0.351,0.5989,0.3619,0.2403,0.136,4.6431,5.3657,0.4474,0.4186,0.3275,0.3037,4.1958,0.2687
4.4088,0.645,1.137,1.3757,0.1102,3.5342,0.312,0.4067,0.9951,1.2283,1.4276,0.8939,1.0166,0.4951,0.3552,6.0005,4.3192,1.5553,0.7501,1.3743,0.6937,3.7848,1.0475
5.2972,1.8219,1.1726,0.4363,1.1779,3.7968,0.09673,0.6303,0.05606,0.2892,0.1421,0.343,1.3442,0.5645,0.03845,6.0169,4.6373,1.632,0.6177,2.2016,1.3166,2.9384,1.0918
3.7468,0.5229,0.4326,0.486,0.2836,1.6349,0.1539,0.2469,0,0.03238,0.3876,0.001922,0.3264,0.2623,0.4231,3.5616,3.5689,1.3576,0.1644,0.2048,0.3892,1.0589,0.6673
4.712,1.0145,1.2167,3.1254,2.2235,3.2599,0.3766,2.1425,0.456,0.4504,3.8767,0.1308,0.806,0.2059,0.2637,4.4421,3.9983,1.8098,0.6144,1.7936,0.5551,2.0451,2.9569
1.6738,1.1923,1.4733,1.2609,1.42,3.1318,0,1.678,0.8682,0.9088,2.3507,1.2313,0.9907,0.636,0.1419,3.8862,4.5178,1.9118,0.4801,1.4694,1.3123,3.0734,1.8628
1.4558,0.8491,0.3515,0.333,0.1312,4.3177,0.6287,0.5385,0.308,0.2616,0.3607,0.1648,0.3931,0.1112,0.1221,4.6718,5.0687,1.1519,0.1786,0.1368,0.4787,4.8522,0.7705
3.0418,0.747,1.719,0.08598,1.4395,1.8317,0,1.0958,0.4445,0.1337,1.8229,0.09282,0.1219,0.6647,0.5941,2.2967,3.6257,1.5432,0.2687,1.7076,0.6316,1.5602,1.703
5.2552,0.4139,1.1919,2.2654,0.4244,3.1297,0.0133,0.1502,0.1953,0.2402,3.546,0.5238,0.2831,0.3796,0.1486,6.0863,4.8531,2.7444,0.03571,0.8856,1.0848,3.279,0.8455
3.3781,1.0222,0.5187,0.4696,0.4621,1.7151,0.2325,0.3094,0.07336,0.1706,1.2184,0,0.2606,0.1393,0.06596,5.9467,3.3759,1.6132,0.1468,1.3584,0.7472,1.6636,0.2174
3.6954,0.6894,1.094,1.9691,0.6598,2.9776,0.1486,0.3635,0.237,0.06515,2.6131,0.09706,0.5123,1.1969,0.4112,4.9461,5.2809,1.5606,0,1.2731,0.9052,2.1728,1.504
4.9167,0.9753,1.8416,1.0569,1.2982,2.5802,0.1499,1.2422,0.3102,0.254,2.026,0.1732,0.4445,0,0.2542,5.1832,3.6894,2.3273,0.5507,0.8499,0.973,4.0152,1.7591
3.2255,1.4213,0.61,0.6744,0.1121,3.8559,0.6459,0.6736,0.9206,0.1456,0.9559,0.7345,0.6209,0.3437,0.2859,5.7354,5.3056,1.3993,0.7736,1.3403,1.1127,3.8351,0.4266
4.996,1.71,0.8178,3.0327,0.8959,3.6813,0.3496,1.0545,0.5732,0.3708,4.4466,1.274,0.618,0.7922,0.8008,6.6492,4.8641,2.0903,0.4757,1.8716,1.0366,4.4313,0.8166
4.5194,0.9193,1.7978,0.3377,2.0307,3.5838,0.1361,3.1451,0.9569,0.3865,0.684,1.1408,0.5128,0.118,0.01563,6.47,5.0943,1.4324,0.1748,1.5386,0.8038,4.5073,1.8922
2.7224,0.7983,0.9192,0.4632,0.8593,3.0723,0.003449,0.3527,0.2487,0.4886,1.5899,0.2845,1.8879,0.02345,0.1109,5.1908,4.2462,1.6848,0.5604,4.0317,1.0651,2.8877,0.7584
5.2895,0.8707,2.0052,2.8138,1.2231,4.9054,0.8573,1.7222,2.2442,2.3462,3.2309,2.3797,2.2926,0.9438,1.2174,6.627,4.8471,3.5476,1.2132,3.3459,2.4923,5.3799,1.8289
2.3125,0.5609,0.528,1.2551,0.4111,3.0533,0.1334,1.0206,0.1556,0.2141,2.4795,0.7247,0.2978,0.4396,0.1747,4.1579,4.1274,0.9508,0.1305,0.3241,0.1748,1.3742,0.6515
3.558,0.7924,1.0389,0.8245,0.7658,3.7125,0.4763,0.2728,0.2073,0.8552,1.184,0.8849,0.4166,0.3236,0.7483,5.6526,3.5626,2.2147,0.7511,1.2638,1.0808,3.3382,0.6913
3.9905,1.1076,1.5032,2.4814,1.9746,2.5264,0,1.3463,0.1888,0.03799,3.5462,0,0.1449,0,0.02021,4.7617,3.7953,1.2485,0,0.573,0.3026,1.8001,1.4652
2.8736,1.4275,3.9472,0.5055,4.0635,2.9401,0.1035,3.3578,0.7838,0.158,1.436,0.02764,1.2008,0.115,0.1538,3.1413,4.352,0.828,0.1257,2.8646,0.05104,1.6078,4.1439
2.8905,1.1125,0.7499,1.6292,0.3066,3.3047,0.03189,0.4346,0.1257,0.6243,1.6923,0.5023,0.455,0.2391,0.1424,4.4553,3.8005,0.9033,0.2335,1.205,0.5299,2.5101,0.8277
2.9933,0.535,0.7849,0.1026,0,3.2016,0.03915,0,0.1169,0.421,0.1691,0.7981,0.2855,0,0.07222,5.9668,4.0233,1.3047,0.4904,0.8424,1.2327,2.1326,0.832
3.5106,0.6383,0.8378,0.3785,0.4055,2.9178,0.08763,0.7621,0.4237,0.4385,0.8364,0.1026,0.5612,0.1305,0,5.4331,4.0878,1.1235,0.5832,1.397,0.6619,1.9146,0.9695
1.1851,1.0875,0.5857,0.1862,0.09786,2.6998,0.1818,0.3394,0.5492,0.07728,0.2089,0.08016,0.7048,0.6622,0.3142,2.5108,5.3017,0.6757,0.1372,0.8723,0.2489,0.9602,1.225
2.1313,1.3035,1.0985,1.7299,0.3191,1.357,0.6485,0.5375,0.5898,0.4471,2.9449,0.315,1.1206,0.1742,0.1817,1.9411,2.9172,0.4526,0.2139,1.3735,0.29,0.2574,1.3125
1.5995,1.3572,0.2285,0.1913,0.1621,3.0313,0.8398,0.4256,0.8719,0.5109,0.1101,0.304,0.7947,0.2943,0.2752,4.6234,5.4403,0.6182,0.5582,1.318,0.6411,1.8683,0.3811
4.4584,1.2927,4.2576,3.0029,1.5548,4.4747,1.5834,1.6375,5.944,1.5495,3.9475,0.8892,2.9461,1.8126,1.7843,6.8572,5.185,2.5185,2.1583,2.6798,2.1103,4.8071,3.1671
2.8123,0.9727,2.2222,1.5972,1.1932,3.6816,0.4514,1.0323,0.07783,0.7236,1.3723,0.268,0.5743,0.2992,0.3427,5.2836,4.6118,2.0829,1.3616,2.0012,0.8821,2.0783,1.6073
4.1622,1.0673,0.9751,1.6916,1.82,4.6195,0.7761,1.5373,0.5547,0.3105,2.1154,0.1617,0.4736,0.2236,0.8798,7.0402,4.2428,1.7195,1.0741,1.003,0.6742,4.3889,1.772
4.1939,0.3778,0.2386,0.668,0.3616,3.2714,0,0.4119,0.05129,0.3503,0.6579,0.331,0.5046,0.1194,0.04294,6.6604,4.3413,1.3615,0.01658,0.09859,0.8429,3.3351,1.1873
3.4983,0.394,0.4455,0.4868,0.3731,3.2084,0,0.4652,0.1259,0.3219,0.4013,0.2306,0.164,0.04508,0.1927,6.3818,3.9949,1.2236,0.1094,0.01591,0.5697,3.3175,1.3101
4.2295,1.1281,0.2234,5.9343,0.02743,4.2545,0.2119,0.1763,0.8493,0.5748,7.2797,1.6237,1.0041,0.07766,0.9367,6.3485,5.3795,1.8252,1.7042,2.1811,1.4035,4.8885,0.1919
3.5381,2.3013,1.1565,3.0387,1.2901,4.6729,1.9956,0.4723,1.1833,1.4452,3.3518,1.8102,1.3689,1.707,1.1923,6.9156,6.1828,1.8725,2.4072,2.9182,2.5062,5.118,2.5859
4.7362,0.5085,0.3956,4.2032,0.01577,3.2961,0,0.3383,0.3957,0.5333,5.29,0.6016,0.9729,0.2974,0.1104,5.3406,5.165,1.3903,0.1405,1.467,0.6555,3.6049,0.4953
4.7147,0.887,1.5313,0.9345,0.842,4.2414,0.1213,1.3948,0.1666,0.1788,1.8762,0.9013,2.6605,0.7694,0.4093,4.8996,4.8403,1.5374,0.2001,1.8779,0.2963,3.252,1.2065
3.252,0.6896,1.508,0.528,1.0886,2.6162,0.7935,0.8549,0.6137,0.1837,1.0343,0.501,0.4426,0.142,0.396,6.6738,4.0304,1.8703,0.4858,0.8336,0.8046,2.833,1.581
3.1534,0.9333,0.6917,0.4856,0.8885,4.3124,0.6987,0.03488,0.3997,0.1889,1.3958,0,0.2972,0.6293,0.09389,3.6015,6.84,0.09803,0.1978,0.9299,0.2381,3.6358,0.1063
4.5708,0.8462,0.2935,3.4602,0,2.8504,0,0.3964,0.6314,0.09546,4.0762,0.072,0.5705,0.07258,0.1413,3.4582,4.7692,1.9905,0.4936,2.2049,0.482,2.9714,0.4307
2.2591,0.3216,0.4466,0,0.3913,1.8003,0.0583,0.4367,0.2542,0.3606,0.8609,0.1033,0.1563,0.01486,0,4.5514,3.9406,1.3031,0.6127,1.1837,0.4459,2.9929,0.2029
4.0967,0.6409,1.0565,0.3024,0.532,4.2914,0.2157,1.0963,0.6021,0.08894,1.0265,0,1.0091,0.4074,0.1871,6.193,5.1246,1.7808,0.9127,0.7201,1.1174,4.034,0.8507
2.7475,1.0259,1.6191,0.623,0.03859,2.3485,0.2392,0.6579,0.2676,0.6969,0.3681,0.2611,0.8049,0.1321,0.7003,2.7268,3.3768,1.5302,0.7517,1.112,0.2215,2.4824,0.9599
1.3862,0.4298,0.8493,0.7329,0.1429,1.8955,0.1184,0.3303,0.02441,0.1494,0.9977,0.0811,0,0,0.02867,3.0491,3.2763,0.7466,0.3679,0.666,0.3697,1.9364,0.4626
2.6965,1.1795,0.3353,1.7805,0.7472,5.5533,1.3994,0.7179,0.8608,0.7109,2.4864,1.6728,1.0946,0.7028,0.5583,6.9777,5.9228,2.289,1.325,2.3245,1.9616,5.2524,0.77
2.6454,0.7637,0.07896,3.4009,0.8033,3.9479,1.0578,0.3472,0.4948,0.5038,4.5666,0.4643,1.3834,1.3855,0.3729,5.4592,6.1262,3.1639,1.1751,1.5481,1.3363,3.9765,0.4324
3.4803,1.5713,1.669,3.4381,1.0194,2.7868,0.06966,1.0355,0.3683,0.6172,4.8153,0.8133,0.8964,0.3393,0.1131,4.0096,4.357,0.9657,0.5173,1.1405,0.647,2.4189,1.9639
4.3483,0.6478,0.9077,1.2338,0.4879,3.4648,0.5476,0.7534,0.01959,0.07107,2.1915,0.03994,0.8512,0.2903,0.2345,5.8073,3.6862,2.1313,0.1145,0.9404,0.2957,3.1664,0.7822
2.6612,0.7045,0.7926,1.4602,0.494,1.7691,0.1511,0.6503,0.6639,0.3671,2.8214,0.2123,0.5411,0.09142,0.09336,3.9711,3.5197,0.688,0.4002,1.5515,0.4505,1.7677,0.3849
3.2431,1.0935,1.4284,2.0182,0.5347,3.5233,0,0.6474,0.2589,0.4299,3.0873,0.1536,0.975,0.2858,0.1674,5.4204,4.0085,0.7633,0.7027,0.773,0.408,3.3451,1.2371
2.0787,0.4745,1.6719,0.2844,0.5852,1.9126,0.02175,0.3291,0.3649,0.4157,0,0.01016,0.1819,0.01305,0.1995,4.2393,3.2379,1.2956,0.4568,0.9641,0.5543,1.5711,0.8141
4.3709,0.6571,1.1932,1.5048,0.5614,3.4797,0,0.7236,0.1723,0.3042,2.5158,0.07151,0.4587,0.0112,0.4061,5.4913,3.7359,1.8609,0.6839,0.8173,0.8821,2.5477,1.4442
3.7247,1.175,1.4521,3.606,0.3102,2.0877,0,0.43,0.221,0.2626,4.299,0.4232,0.5456,0.3306,0.6814,5.3968,4.0222,1.7126,0.06274,1.4209,0.92,0.9304,1.5834
3.0683,0.8059,0.8084,1.0042,0.2714,2.1066,0.2201,0.5183,0.3275,0,2.4655,0.4778,0.494,0,0.01353,4.3007,3.8702,1.4062,0.3679,1.2743,0.6624,2.2588,0.4785
4.2099,0.7401,1.2078,1.7413,0.3004,3.4861,0,0.3236,0.2333,0.6211,2.6134,0.2368,0.4855,0.02274,0.2093,5.4653,4.0713,0.4156,0.2544,1.3872,0.2396,2.792,1.1288
4.0595,0.6843,0.8137,0.8398,0.3737,2.4007,0,1.2112,0.8893,1.0226,1.2975,0.8374,0.9598,0.1747,0.2036,5.357,4.822,2.0258,0.4683,0.5653,0.9898,1.2708,0.6968
4.175,0.675,0,1.0537,0.2999,2.9952,0.3502,0.306,0.3106,0.2795,1.1637,0.1348,0.498,0.002634,0.1812,6.7642,4.4865,1.7063,0.03211,0.873,1.0698,2.7835,0.4954
4.4812,0.8444,0.6394,2.2005,0.06025,3.213,0.2558,0.302,0.5761,0.6938,3.2954,0.6835,0.9374,0.47,0.9622,6.6097,4.4547,1.7043,0.8653,1.6675,0.7962,3.5301,0.876
3.2136,1.2066,1.6957,2.7961,1.5385,2.1034,0.3091,1.3016,0.479,0.6145,3.5574,0.5663,0.8308,0,0.228,6.095,4.9122,2.0185,0.1355,1.0425,1.3047,1.9966,1.5608
3.1359,1.8775,1.0333,0.6701,0.6156,5.2731,0.9611,1.2147,1.0203,1.1439,0.4658,2.1229,1.1405,0.5896,0.2035,6.4498,5.8744,1.9536,1.1083,2.4255,1.8524,5.2886,0.9664
4.3543,2.1877,1.0985,1.6626,0.3784,3.78,0.02406,0.7505,0.2699,0.6725,3.0522,0.5327,1.2498,0.1706,0.02544,6.9774,4.9117,0.9746,0.6547,2.9431,2.3504,4.3472,1.3419
4.2034,1.0211,3.5666,1.6026,1.6683,3.1885,0.4634,1.889,0.7336,1.0192,2.4741,1.7181,0.8884,1.0759,0.3804,6.3166,4.7139,1.4049,0.9329,2.2436,2.1163,2.83,2.5269
4.0161,0.329,0,2.5274,0.05907,1.1385,0.1654,0.1602,0.2469,0.7626,4.4939,1.0254,0.3367,0.2618,2.1201,3.8473,4.0976,1.518,0,0.3535,0.7289,1.22,1.3958
2.9737,1.8071,1.2774,0.2236,0.2072,3.7048,0.4832,0.5612,1.0258,0.2842,0.104,0.1887,0.8489,0,0.2537,6.0694,4.3266,1.8359,0.4878,1.6125,1.49,3.5564,0.6431
2.6699,0.6521,0.04244,0.5487,0.1555,3.3657,0.024,0.2793,0.5386,0.5119,0.9161,0.02076,0.8519,0.2232,0.1305,6.4903,4.3195,0.5404,0.539,0.6623,1.0095,3.162,0.1834
3.4438,1.0551,1.6172,1.7235,2.0435,2.5283,0.07285,1.7113,0.196,0.272,2.4202,0.6056,0.3951,0.1211,0.2984,6.5622,4.1539,1.258,0.6011,1.2242,1.5668,2.157,1.8441
2.7719,0.9526,0.5959,0.2737,0.07066,3.7926,0.05543,0.3474,0.5877,0.08125,1.0433,0.4761,0.4382,0,0.2292,4.6195,4.1631,1.8753,0.5917,1.3627,1.4397,4.3635,0.5404
3.2674,0.9258,0.4257,0.466,0.1438,2.844,0.05788,0.4123,0.2989,0.2025,0.6552,0.1626,0.8342,0.4697,0.2133,4.5241,3.2886,1.337,0.2399,1.0372,0.9636,3.0484,0.1916
2.8494,0.4969,0.4559,0.04748,0.1529,1.4957,0.02568,0.2517,0.4446,0.129,0.2473,0,0.2376,0.0805,0.1525,5.5243,3.9183,1.0873,0.6857,0.6445,0.3967,1.5113,0.07919
3.0618,0.1697,0.2412,0.2575,0.2221,1.4702,0.1699,0.2586,0.2396,0.252,0.6498,0,0.604,0,0.1171,3.8193,4.1427,0.4491,0.04803,0.5531,0.576,0.7999,0.4023
4.1762,2.8203,3.1197,6.4934,1.9143,5.4087,2.5181,1.3094,2.294,2.9584,7.3807,2.9168,1.9859,1.5314,5.2178,7.4525,6.2273,3.8609,2.421,3.3125,2.4769,5.3778,1.5623
2.3687,2.8915,1.0497,1.7358,0.1907,4.8066,1.2502,0.5922,1.172,0.8092,3.3683,1.6616,1.0319,0.4474,0.1373,5.5779,4.7345,2.1238,1.1921,2.6995,1.5244,4.5036,1.3277
3.3439,0.7471,0.4847,0,0.6481,4.3951,0.04103,2.9047,0.3601,0.0506,0.04932,0,0,0.2668,0.19,5.046,5.2138,1.4072,0.7789,0.0109,0.396,4.2169,0.6819
2.7715,1.9883,1.0395,0.7745,0.8541,5.3432,0.9015,0.3363,0.6998,0.21,0,0.5761,1.0904,0.1814,1.0572,6.7784,5.2424,2.7301,0.5736,2.3471,1.6445,5.0616,1.3934
1.9799,0.8338,0,1.2855,0.3647,1.9584,0,0.1027,0.1774,0.8066,1.683,0.3311,0.3791,0.005834,0.4923,4.968,3.5627,2.3493,0.3457,0.4886,1.1864,1.9181,0.2105
4.1513,1.1,1.7584,1.4771,0.5373,2.8009,0.1226,0.7137,0.2903,0.7127,2.4447,0.8757,0.7572,1.0882,0.5841,4.591,4.0676,2.0361,0.02507,1.8224,1.5633,3.1782,1.5185
3.5284,1.1943,0.514,2.0305,0.1272,2.8192,0,0.3248,0.5484,0.3876,2.8012,0.1802,0.3011,0.2063,1.0325,3.0234,3.9406,1.1696,0.06075,1.0744,0.339,1.972,0.8517
2.0922,0.2356,0.1274,1.7595,0.09419,2.7765,0.4891,0.9673,0.7005,2.1103,3.0417,0.442,0.4815,0.5486,0.4425,3.657,4.9024,1.6529,0.8119,0.8386,0.6534,1.1798,0.04064
1.6956,0.4842,0,3.251,0,1.6605,0,0.027,0.2941,0.04694,4.6005,0.01621,0.1049,0.23,0.0465,3.9556,3.2337,1.63,0.4895,0.267,0.1669,1.2816,0.1765
2.3166,0.9608,0.3513,0.8945,0.1344,1.848,0.3232,0.5777,0.5639,0.4347,0.6448,0.002502,0.8366,0.3766,0.4061,4.1256,4.2725,0.9376,0.09934,1.0295,0.6211,1.2612,1.5222
